Date,Hour,Sitename,LocationName,LocationGroup,Weekday,BRCYear,BRCQuarter,BRCMonthName,BRCWeek,InCount,OutCount,TotalCount,BusinessInCount,BusinessOutCount,BusinessTotalCount,FactoredInCount,FactoredOutCount,FactoredTotalCount
2017-01-01,0,Leeds,Briggate,,Sunday,2016,4,December,52,1146,0,1146,0,0,0,1146,0,1146
2017-01-01,0,Leeds,"Briggate at McDonalds	",,Sunday,2016,4,December,52,496,478,974,0,0,0,496,478,974
2017-01-01,0,Leeds,Commercial Street at Sharps,,Sunday,2016,4,December,52,124,0,124,0,0,0,124,0,124
2017-01-01,0,Leeds,Commercial Street at Barratts,,Sunday,2016,4,December,52,167,0,167,0,0,0,167,0,167
2017-01-01,0,Leeds,Headrow,,Sunday,2016,4,December,52,338,0,338,0,0,0,338,0,338
2017-01-01,0,Leeds,"Dortmund Square	",,Sunday,2016,4,December,52,395,0,395,0,0,0,395,0,395
2017-01-01,0,Leeds,Albion Street South,,Sunday,2016,4,December,52,3,0,3,0,0,0,3,0,3
2017-01-01,0,Leeds,Albion Street North,,Sunday,2016,4,December,52,11,0,11,0,0,0,11,0,11
2017-01-01,1,Leeds,Briggate,,Sunday,2016,4,December,52,1048,0,1048,0,0,0,1048,0,1048
2017-01-01,1,Leeds,"Briggate at McDonalds	",,Sunday,2016,4,December,52,355,422,777,0,0,0,355,422,777
2017-01-01,1,Leeds,Commercial Street at Sharps,,Sunday,2016,4,December,52,127,0,127,0,0,0,127,0,127
2017-01-01,1,Leeds,Commercial Street at Barratts,,Sunday,2016,4,December,52,71,0,71,0,0,0,71,0,71
2017-01-01,1,Leeds,Headrow,,Sunday,2016,4,December,52,194,0,194,0,0,0,194,0,194
2017-01-01,1,Leeds,"Dortmund Square	",,Sunday,2016,4,December,52,239,0,239,0,0,0,239,0,239
2017-01-01,1,Leeds,Albion Street South,,Sunday,2016,4,December,52,65,0,65,0,0,0,65,0,65
2017-01-01,1,Leeds,Albion Street North,,Sunday,2016,4,December,52,82,0,82,0,0,0,82,0,82
2017-01-01,2,Leeds,Briggate,,Sunday,2016,4,December,52,976,0,976,0,0,0,976,0,976
2017-01-01,2,Leeds,"Briggate at McDonalds	",,Sunday,2016,4,December,52,317,432,749,0,0,0,317,432,749
2017-01-01,2,Leeds,Commercial Street at Sharps,,Sunday,2016,4,December,52,112,0,112,0,0,0,112,0,112
2017-01-01,2,Leeds,Commercial Street at Barratts,,Sunday,2016,4,December,52,41,0,41,0,0,0,41,0,41
2017-01-01,2,Leeds,Headrow,,Sunday,2016,4,December,52,216,0,216,0,0,0,216,0,216
2017-01-01,2,Leeds,"Dortmund Square	",,Sunday,2016,4,December,52,195,0,195,0,0,0,195,0,195
2017-01-01,2,Leeds,Albion Street South,,Sunday,2016,4,December,52,52,0,52,0,0,0,52,0,52
2017-01-01,2,Leeds,Albion Street North,,Sunday,2016,4,December,52,65,0,65,0,0,0,65,0,65
2017-01-01,3,Leeds,Briggate,,Sunday,2016,4,December,52,592,0,592,0,0,0,592,0,592
2017-01-01,3,Leeds,"Briggate at McDonalds	",,Sunday,2016,4,December,52,188,237,425,0,0,0,188,237,425
2017-01-01,3,Leeds,Commercial Street at Sharps,,Sunday,2016,4,December,52,50,0,50,0,0,0,50,0,50
2017-01-01,3,Leeds,Commercial Street at Barratts,,Sunday,2016,4,December,52,30,0,30,0,0,0,30,0,30
2017-01-01,3,Leeds,Headrow,,Sunday,2016,4,December,52,162,0,162,0,0,0,162,0,162
2017-01-01,3,Leeds,"Dortmund Square	",,Sunday,2016,4,December,52,116,0,116,0,0,0,116,0,116
2017-01-01,3,Leeds,Albion Street South,,Sunday,2016,4,December,52,20,0,20,0,0,0,20,0,20
2017-01-01,3,Leeds,Albion Street North,,Sunday,2016,4,December,52,64,0,64,0,0,0,64,0,64
2017-01-01,4,Leeds,Briggate,,Sunday,2016,4,December,52,528,0,528,0,0,0,528,0,528
2017-01-01,4,Leeds,"Briggate at McDonalds	",,Sunday,2016,4,December,52,112,199,311,0,0,0,112,199,311
2017-01-01,4,Leeds,Commercial Street at Sharps,,Sunday,2016,4,December,52,33,0,33,0,0,0,33,0,33
2017-01-01,4,Leeds,Commercial Street at Barratts,,Sunday,2016,4,December,52,0,0,0,0,0,0,0,0,0
2017-01-01,4,Leeds,Headrow,,Sunday,2016,4,December,52,96,0,96,0,0,0,96,0,96
2017-01-01,4,Leeds,"Dortmund Square	",,Sunday,2016,4,December,52,83,0,83,0,0,0,83,0,83
2017-01-01,4,Leeds,Albion Street South,,Sunday,2016,4,December,52,16,0,16,0,0,0,16,0,16
2017-01-01,4,Leeds,Albion Street North,,Sunday,2016,4,December,52,48,0,48,0,0,0,48,0,48
2017-01-01,5,Leeds,Briggate,,Sunday,2016,4,December,52,177,0,177,0,0,0,177,0,177
2017-01-01,5,Leeds,"Briggate at McDonalds	",,Sunday,2016,4,December,52,26,35,61,0,0,0,26,35,61
2017-01-01,5,Leeds,Commercial Street at Sharps,,Sunday,2016,4,December,52,7,0,7,0,0,0,7,0,7
2017-01-01,5,Leeds,Commercial Street at Barratts,,Sunday,2016,4,December,52,0,0,0,0,0,0,0,0,0
2017-01-01,5,Leeds,Headrow,,Sunday,2016,4,December,52,23,0,23,0,0,0,23,0,23
2017-01-01,5,Leeds,"Dortmund Square	",,Sunday,2016,4,December,52,35,0,35,0,0,0,35,0,35
2017-01-01,5,Leeds,Albion Street South,,Sunday,2016,4,December,52,0,0,0,0,0,0,0,0,0
2017-01-01,5,Leeds,Albion Street North,,Sunday,2016,4,December,52,27,0,27,0,0,0,27,0,27
2017-01-01,6,Leeds,Briggate,,Sunday,2016,4,December,52,101,0,101,0,0,0,101,0,101
2017-01-01,6,Leeds,"Briggate at McDonalds	",,Sunday,2016,4,December,52,42,53,95,0,0,0,42,53,95
2017-01-01,6,Leeds,Commercial Street at Sharps,,Sunday,2016,4,December,52,16,0,16,0,0,0,16,0,16
2017-01-01,6,Leeds,Commercial Street at Barratts,,Sunday,2016,4,December,52,0,0,0,0,0,0,0,0,0
2017-01-01,6,Leeds,Headrow,,Sunday,2016,4,December,52,21,0,21,0,0,0,21,0,21
2017-01-01,6,Leeds,"Dortmund Square	",,Sunday,2016,4,December,52,11,0,11,0,0,0,11,0,11
2017-01-01,6,Leeds,Albion Street South,,Sunday,2016,4,December,52,0,0,0,0,0,0,0,0,0
2017-01-01,6,Leeds,Albion Street North,,Sunday,2016,4,December,52,21,0,21,0,0,0,21,0,21
2017-01-01,7,Leeds,Briggate,,Sunday,2016,4,December,52,88,0,88,0,0,0,88,0,88
2017-01-01,7,Leeds,"Briggate at McDonalds	",,Sunday,2016,4,December,52,25,38,63,0,0,0,25,38,63
2017-01-01,7,Leeds,Commercial Street at Sharps,,Sunday,2016,4,December,52,20,0,20,0,0,0,20,0,20
2017-01-01,7,Leeds,Commercial Street at Barratts,,Sunday,2016,4,December,52,9,0,9,0,0,0,9,0,9
2017-01-01,7,Leeds,Headrow,,Sunday,2016,4,December,52,24,0,24,0,0,0,24,0,24
2017-01-01,7,Leeds,"Dortmund Square	",,Sunday,2016,4,December,52,17,0,17,0,0,0,17,0,17
2017-01-01,7,Leeds,Albion Street South,,Sunday,2016,4,December,52,2,0,2,0,0,0,2,0,2
2017-01-01,7,Leeds,Albion Street North,,Sunday,2016,4,December,52,0,0,0,0,0,0,0,0,0
2017-01-01,8,Leeds,Briggate,,Sunday,2016,4,December,52,81,0,81,0,0,0,81,0,81
2017-01-01,8,Leeds,"Briggate at McDonalds	",,Sunday,2016,4,December,52,23,38,61,0,0,0,23,38,61
2017-01-01,8,Leeds,Commercial Street at Sharps,,Sunday,2016,4,December,52,31,0,31,0,0,0,31,0,31
2017-01-01,8,Leeds,Commercial Street at Barratts,,Sunday,2016,4,December,52,9,0,9,0,0,0,9,0,9
2017-01-01,8,Leeds,Headrow,,Sunday,2016,4,December,52,39,0,39,0,0,0,39,0,39
2017-01-01,8,Leeds,"Dortmund Square	",,Sunday,2016,4,December,52,23,0,23,0,0,0,23,0,23
2017-01-01,8,Leeds,Albion Street South,,Sunday,2016,4,December,52,7,0,7,0,0,0,7,0,7
2017-01-01,8,Leeds,Albion Street North,,Sunday,2016,4,December,52,14,0,14,0,0,0,14,0,14
2017-01-01,9,Leeds,Briggate,,Sunday,2016,4,December,52,142,0,142,0,0,0,142,0,142
2017-01-01,9,Leeds,"Briggate at McDonalds	",,Sunday,2016,4,December,52,62,24,86,0,0,0,62,24,86
2017-01-01,9,Leeds,Commercial Street at Sharps,,Sunday,2016,4,December,52,42,0,42,0,0,0,42,0,42
2017-01-01,9,Leeds,Commercial Street at Barratts,,Sunday,2016,4,December,52,49,0,49,0,0,0,49,0,49
2017-01-01,9,Leeds,Headrow,,Sunday,2016,4,December,52,51,0,51,0,0,0,51,0,51
2017-01-01,9,Leeds,"Dortmund Square	",,Sunday,2016,4,December,52,45,0,45,0,0,0,45,0,45
2017-01-01,9,Leeds,Albion Street South,,Sunday,2016,4,December,52,39,0,39,0,0,0,39,0,39
2017-01-01,9,Leeds,Albion Street North,,Sunday,2016,4,December,52,57,0,57,0,0,0,57,0,57
2017-01-01,10,Leeds,Briggate,,Sunday,2016,4,December,52,297,0,297,0,0,0,297,0,297
2017-01-01,10,Leeds,"Briggate at McDonalds	",,Sunday,2016,4,December,52,95,64,159,0,0,0,95,64,159
2017-01-01,10,Leeds,Commercial Street at Sharps,,Sunday,2016,4,December,52,124,0,124,0,0,0,124,0,124
2017-01-01,10,Leeds,Commercial Street at Barratts,,Sunday,2016,4,December,52,212,0,212,0,0,0,212,0,212
2017-01-01,10,Leeds,Headrow,,Sunday,2016,4,December,52,111,0,111,0,0,0,111,0,111
2017-01-01,10,Leeds,"Dortmund Square	",,Sunday,2016,4,December,52,43,0,43,0,0,0,43,0,43
2017-01-01,10,Leeds,Albion Street South,,Sunday,2016,4,December,52,88,0,88,0,0,0,88,0,88
2017-01-01,10,Leeds,Albion Street North,,Sunday,2016,4,December,52,142,0,142,0,0,0,142,0,142
2017-01-01,11,Leeds,Briggate,,Sunday,2016,4,December,52,676,0,676,0,0,0,676,0,676
2017-01-01,11,Leeds,"Briggate at McDonalds	",,Sunday,2016,4,December,52,185,139,324,0,0,0,185,139,324
2017-01-01,11,Leeds,Commercial Street at Sharps,,Sunday,2016,4,December,52,283,0,283,0,0,0,283,0,283
2017-01-01,11,Leeds,Commercial Street at Barratts,,Sunday,2016,4,December,52,578,0,578,0,0,0,578,0,578
2017-01-01,11,Leeds,Headrow,,Sunday,2016,4,December,52,253,0,253,0,0,0,253,0,253
2017-01-01,11,Leeds,"Dortmund Square	",,Sunday,2016,4,December,52,136,0,136,0,0,0,136,0,136
2017-01-01,11,Leeds,Albion Street South,,Sunday,2016,4,December,52,671,0,671,0,0,0,671,0,671
2017-01-01,11,Leeds,Albion Street North,,Sunday,2016,4,December,52,442,0,442,0,0,0,442,0,442
2017-01-01,12,Leeds,Briggate,,Sunday,2016,4,December,52,1196,0,1196,0,0,0,1196,0,1196
2017-01-01,12,Leeds,"Briggate at McDonalds	",,Sunday,2016,4,December,52,269,260,529,0,0,0,269,260,529
2017-01-01,12,Leeds,Commercial Street at Sharps,,Sunday,2016,4,December,52,543,0,543,0,0,0,543,0,543
2017-01-01,12,Leeds,Commercial Street at Barratts,,Sunday,2016,4,December,52,1008,0,1008,0,0,0,1008,0,1008
2017-01-01,12,Leeds,Headrow,,Sunday,2016,4,December,52,350,0,350,0,0,0,350,0,350
2017-01-01,12,Leeds,"Dortmund Square	",,Sunday,2016,4,December,52,296,0,296,0,0,0,296,0,296
2017-01-01,12,Leeds,Albion Street South,,Sunday,2016,4,December,52,803,0,803,0,0,0,803,0,803
2017-01-01,12,Leeds,Albion Street North,,Sunday,2016,4,December,52,393,0,393,0,0,0,393,0,393
2017-01-01,13,Leeds,Briggate,,Sunday,2016,4,December,52,1356,0,1356,0,0,0,1356,0,1356
2017-01-01,13,Leeds,"Briggate at McDonalds	",,Sunday,2016,4,December,52,289,337,626,0,0,0,289,337,626
2017-01-01,13,Leeds,Commercial Street at Sharps,,Sunday,2016,4,December,52,674,0,674,0,0,0,674,0,674
2017-01-01,13,Leeds,Commercial Street at Barratts,,Sunday,2016,4,December,52,1283,0,1283,0,0,0,1283,0,1283
2017-01-01,13,Leeds,Headrow,,Sunday,2016,4,December,52,497,0,497,0,0,0,497,0,497
2017-01-01,13,Leeds,"Dortmund Square	",,Sunday,2016,4,December,52,364,0,364,0,0,0,364,0,364
2017-01-01,13,Leeds,Albion Street South,,Sunday,2016,4,December,52,1042,0,1042,0,0,0,1042,0,1042
2017-01-01,13,Leeds,Albion Street North,,Sunday,2016,4,December,52,454,0,454,0,0,0,454,0,454
2017-01-01,14,Leeds,Briggate,,Sunday,2016,4,December,52,1606,0,1606,0,0,0,1606,0,1606
2017-01-01,14,Leeds,"Briggate at McDonalds	",,Sunday,2016,4,December,52,364,426,790,0,0,0,364,426,790
2017-01-01,14,Leeds,Commercial Street at Sharps,,Sunday,2016,4,December,52,795,0,795,0,0,0,795,0,795
2017-01-01,14,Leeds,Commercial Street at Barratts,,Sunday,2016,4,December,52,1413,0,1413,0,0,0,1413,0,1413
2017-01-01,14,Leeds,Headrow,,Sunday,2016,4,December,52,595,0,595,0,0,0,595,0,595
2017-01-01,14,Leeds,"Dortmund Square	",,Sunday,2016,4,December,52,511,0,511,0,0,0,511,0,511
2017-01-01,14,Leeds,Albion Street South,,Sunday,2016,4,December,52,1206,0,1206,0,0,0,1206,0,1206
2017-01-01,14,Leeds,Albion Street North,,Sunday,2016,4,December,52,475,0,475,0,0,0,475,0,475
2017-01-01,15,Leeds,Briggate,,Sunday,2016,4,December,52,1298,0,1298,0,0,0,1298,0,1298
2017-01-01,15,Leeds,"Briggate at McDonalds	",,Sunday,2016,4,December,52,327,393,720,0,0,0,327,393,720
2017-01-01,15,Leeds,Commercial Street at Sharps,,Sunday,2016,4,December,52,747,0,747,0,0,0,747,0,747
2017-01-01,15,Leeds,Commercial Street at Barratts,,Sunday,2016,4,December,52,1033,0,1033,0,0,0,1033,0,1033
2017-01-01,15,Leeds,Headrow,,Sunday,2016,4,December,52,495,0,495,0,0,0,495,0,495
2017-01-01,15,Leeds,"Dortmund Square	",,Sunday,2016,4,December,52,531,0,531,0,0,0,531,0,531
2017-01-01,15,Leeds,Albion Street South,,Sunday,2016,4,December,52,997,0,997,0,0,0,997,0,997
2017-01-01,15,Leeds,Albion Street North,,Sunday,2016,4,December,52,383,0,383,0,0,0,383,0,383
2017-01-01,16,Leeds,Briggate,,Sunday,2016,4,December,52,1043,0,1043,0,0,0,1043,0,1043
2017-01-01,16,Leeds,"Briggate at McDonalds	",,Sunday,2016,4,December,52,267,372,639,0,0,0,267,372,639
2017-01-01,16,Leeds,Commercial Street at Sharps,,Sunday,2016,4,December,52,517,0,517,0,0,0,517,0,517
2017-01-01,16,Leeds,Commercial Street at Barratts,,Sunday,2016,4,December,52,818,0,818,0,0,0,818,0,818
2017-01-01,16,Leeds,Headrow,,Sunday,2016,4,December,52,232,0,232,0,0,0,232,0,232
2017-01-01,16,Leeds,"Dortmund Square	",,Sunday,2016,4,December,52,151,0,151,0,0,0,151,0,151
2017-01-01,16,Leeds,Albion Street South,,Sunday,2016,4,December,52,701,0,701,0,0,0,701,0,701
2017-01-01,16,Leeds,Albion Street North,,Sunday,2016,4,December,52,261,0,261,0,0,0,261,0,261
2017-01-01,17,Leeds,Briggate,,Sunday,2016,4,December,52,512,0,512,0,0,0,512,0,512
2017-01-01,17,Leeds,"Briggate at McDonalds	",,Sunday,2016,4,December,52,160,251,411,0,0,0,160,251,411
2017-01-01,17,Leeds,Commercial Street at Sharps,,Sunday,2016,4,December,52,219,0,219,0,0,0,219,0,219
2017-01-01,17,Leeds,Commercial Street at Barratts,,Sunday,2016,4,December,52,298,0,298,0,0,0,298,0,298
2017-01-01,17,Leeds,Headrow,,Sunday,2016,4,December,52,49,0,49,0,0,0,49,0,49
2017-01-01,17,Leeds,"Dortmund Square	",,Sunday,2016,4,December,52,30,0,30,0,0,0,30,0,30
2017-01-01,17,Leeds,Albion Street South,,Sunday,2016,4,December,52,239,0,239,0,0,0,239,0,239
2017-01-01,17,Leeds,Albion Street North,,Sunday,2016,4,December,52,131,0,131,0,0,0,131,0,131
2017-01-01,18,Leeds,Briggate,,Sunday,2016,4,December,52,283,0,283,0,0,0,283,0,283
2017-01-01,18,Leeds,"Briggate at McDonalds	",,Sunday,2016,4,December,52,123,138,261,0,0,0,123,138,261
2017-01-01,18,Leeds,Commercial Street at Sharps,,Sunday,2016,4,December,52,143,0,143,0,0,0,143,0,143
2017-01-01,18,Leeds,Commercial Street at Barratts,,Sunday,2016,4,December,52,119,0,119,0,0,0,119,0,119
2017-01-01,18,Leeds,Headrow,,Sunday,2016,4,December,52,10,0,10,0,0,0,10,0,10
2017-01-01,18,Leeds,"Dortmund Square	",,Sunday,2016,4,December,52,7,0,7,0,0,0,7,0,7
2017-01-01,18,Leeds,Albion Street South,,Sunday,2016,4,December,52,94,0,94,0,0,0,94,0,94
2017-01-01,18,Leeds,Albion Street North,,Sunday,2016,4,December,52,116,0,116,0,0,0,116,0,116
2017-01-01,19,Leeds,Briggate,,Sunday,2016,4,December,52,197,0,197,0,0,0,197,0,197
2017-01-01,19,Leeds,"Briggate at McDonalds	",,Sunday,2016,4,December,52,66,91,157,0,0,0,66,91,157
2017-01-01,19,Leeds,Commercial Street at Sharps,,Sunday,2016,4,December,52,111,0,111,0,0,0,111,0,111
2017-01-01,19,Leeds,Commercial Street at Barratts,,Sunday,2016,4,December,52,83,0,83,0,0,0,83,0,83
2017-01-01,19,Leeds,Headrow,,Sunday,2016,4,December,52,5,0,5,0,0,0,5,0,5
2017-01-01,19,Leeds,"Dortmund Square	",,Sunday,2016,4,December,52,2,0,2,0,0,0,2,0,2
2017-01-01,19,Leeds,Albion Street South,,Sunday,2016,4,December,52,54,0,54,0,0,0,54,0,54
2017-01-01,19,Leeds,Albion Street North,,Sunday,2016,4,December,52,92,0,92,0,0,0,92,0,92
2017-01-01,20,Leeds,Briggate,,Sunday,2016,4,December,52,202,0,202,0,0,0,202,0,202
2017-01-01,20,Leeds,"Briggate at McDonalds	",,Sunday,2016,4,December,52,74,89,163,0,0,0,74,89,163
2017-01-01,20,Leeds,Commercial Street at Sharps,,Sunday,2016,4,December,52,52,0,52,0,0,0,52,0,52
2017-01-01,20,Leeds,Commercial Street at Barratts,,Sunday,2016,4,December,52,53,0,53,0,0,0,53,0,53
2017-01-01,20,Leeds,Headrow,,Sunday,2016,4,December,52,2,0,2,0,0,0,2,0,2
2017-01-01,20,Leeds,"Dortmund Square	",,Sunday,2016,4,December,52,1,0,1,0,0,0,1,0,1
2017-01-01,20,Leeds,Albion Street South,,Sunday,2016,4,December,52,40,0,40,0,0,0,40,0,40
2017-01-01,20,Leeds,Albion Street North,,Sunday,2016,4,December,52,85,0,85,0,0,0,85,0,85
2017-01-01,21,Leeds,Briggate,,Sunday,2016,4,December,52,206,0,206,0,0,0,206,0,206
2017-01-01,21,Leeds,"Briggate at McDonalds	",,Sunday,2016,4,December,52,85,74,159,0,0,0,85,74,159
2017-01-01,21,Leeds,Commercial Street at Sharps,,Sunday,2016,4,December,52,63,0,63,0,0,0,63,0,63
2017-01-01,21,Leeds,Commercial Street at Barratts,,Sunday,2016,4,December,52,73,0,73,0,0,0,73,0,73
2017-01-01,21,Leeds,Headrow,,Sunday,2016,4,December,52,4,0,4,0,0,0,4,0,4
2017-01-01,21,Leeds,"Dortmund Square	",,Sunday,2016,4,December,52,1,0,1,0,0,0,1,0,1
2017-01-01,21,Leeds,Albion Street South,,Sunday,2016,4,December,52,31,0,31,0,0,0,31,0,31
2017-01-01,21,Leeds,Albion Street North,,Sunday,2016,4,December,52,49,0,49,0,0,0,49,0,49
2017-01-01,22,Leeds,Briggate,,Sunday,2016,4,December,52,104,0,104,0,0,0,104,0,104
2017-01-01,22,Leeds,"Briggate at McDonalds	",,Sunday,2016,4,December,52,24,29,53,0,0,0,24,29,53
2017-01-01,22,Leeds,Commercial Street at Sharps,,Sunday,2016,4,December,52,29,0,29,0,0,0,29,0,29
2017-01-01,22,Leeds,Commercial Street at Barratts,,Sunday,2016,4,December,52,48,0,48,0,0,0,48,0,48
2017-01-01,22,Leeds,Headrow,,Sunday,2016,4,December,52,10,0,10,0,0,0,10,0,10
2017-01-01,22,Leeds,"Dortmund Square	",,Sunday,2016,4,December,52,3,0,3,0,0,0,3,0,3
2017-01-01,22,Leeds,Albion Street South,,Sunday,2016,4,December,52,36,0,36,0,0,0,36,0,36
2017-01-01,22,Leeds,Albion Street North,,Sunday,2016,4,December,52,59,0,59,0,0,0,59,0,59
2017-01-01,23,Leeds,Briggate,,Sunday,2016,4,December,52,80,0,80,0,0,0,80,0,80
2017-01-01,23,Leeds,"Briggate at McDonalds	",,Sunday,2016,4,December,52,36,36,72,0,0,0,36,36,72
2017-01-01,23,Leeds,Commercial Street at Sharps,,Sunday,2016,4,December,52,22,0,22,0,0,0,22,0,22
2017-01-01,23,Leeds,Commercial Street at Barratts,,Sunday,2016,4,December,52,14,0,14,0,0,0,14,0,14
2017-01-01,23,Leeds,Headrow,,Sunday,2016,4,December,52,22,0,22,0,0,0,22,0,22
2017-01-01,23,Leeds,"Dortmund Square	",,Sunday,2016,4,December,52,32,0,32,0,0,0,32,0,32
2017-01-01,23,Leeds,Albion Street South,,Sunday,2016,4,December,52,11,0,11,0,0,0,11,0,11
2017-01-01,23,Leeds,Albion Street North,,Sunday,2016,4,December,52,30,0,30,0,0,0,30,0,30
2017-01-02,0,Leeds,Briggate,,Monday,2017,1,January,1,104,0,104,0,0,0,104,0,104
2017-01-02,0,Leeds,"Briggate at McDonalds	",,Monday,2017,1,January,1,46,30,76,0,0,0,46,30,76
2017-01-02,0,Leeds,Commercial Street at Sharps,,Monday,2017,1,January,1,8,0,8,0,0,0,8,0,8
2017-01-02,0,Leeds,Commercial Street at Barratts,,Monday,2017,1,January,1,3,0,3,0,0,0,3,0,3
2017-01-02,0,Leeds,Headrow,,Monday,2017,1,January,1,22,0,22,0,0,0,22,0,22
2017-01-02,0,Leeds,"Dortmund Square	",,Monday,2017,1,January,1,31,0,31,0,0,0,31,0,31
2017-01-02,0,Leeds,Albion Street South,,Monday,2017,1,January,1,8,0,8,0,0,0,8,0,8
2017-01-02,0,Leeds,Albion Street North,,Monday,2017,1,January,1,0,0,0,0,0,0,0,0,0
2017-01-02,1,Leeds,Briggate,,Monday,2017,1,January,1,49,0,49,0,0,0,49,0,49
2017-01-02,1,Leeds,"Briggate at McDonalds	",,Monday,2017,1,January,1,12,29,41,0,0,0,12,29,41
2017-01-02,1,Leeds,Commercial Street at Sharps,,Monday,2017,1,January,1,5,0,5,0,0,0,5,0,5
2017-01-02,1,Leeds,Commercial Street at Barratts,,Monday,2017,1,January,1,0,0,0,0,0,0,0,0,0
2017-01-02,1,Leeds,Headrow,,Monday,2017,1,January,1,5,0,5,0,0,0,5,0,5
2017-01-02,1,Leeds,"Dortmund Square	",,Monday,2017,1,January,1,13,0,13,0,0,0,13,0,13
2017-01-02,1,Leeds,Albion Street South,,Monday,2017,1,January,1,0,0,0,0,0,0,0,0,0
2017-01-02,1,Leeds,Albion Street North,,Monday,2017,1,January,1,0,0,0,0,0,0,0,0,0
2017-01-02,2,Leeds,Briggate,,Monday,2017,1,January,1,53,0,53,0,0,0,53,0,53
2017-01-02,2,Leeds,"Briggate at McDonalds	",,Monday,2017,1,January,1,6,24,30,0,0,0,6,24,30
2017-01-02,2,Leeds,Commercial Street at Sharps,,Monday,2017,1,January,1,3,0,3,0,0,0,3,0,3
2017-01-02,2,Leeds,Commercial Street at Barratts,,Monday,2017,1,January,1,0,0,0,0,0,0,0,0,0
2017-01-02,2,Leeds,Headrow,,Monday,2017,1,January,1,6,0,6,0,0,0,6,0,6
2017-01-02,2,Leeds,"Dortmund Square	",,Monday,2017,1,January,1,4,0,4,0,0,0,4,0,4
2017-01-02,2,Leeds,Albion Street South,,Monday,2017,1,January,1,0,0,0,0,0,0,0,0,0
2017-01-02,2,Leeds,Albion Street North,,Monday,2017,1,January,1,0,0,0,0,0,0,0,0,0
2017-01-02,3,Leeds,Briggate,,Monday,2017,1,January,1,22,0,22,0,0,0,22,0,22
2017-01-02,3,Leeds,"Briggate at McDonalds	",,Monday,2017,1,January,1,8,19,27,0,0,0,8,19,27
2017-01-02,3,Leeds,Commercial Street at Sharps,,Monday,2017,1,January,1,3,0,3,0,0,0,3,0,3
2017-01-02,3,Leeds,Commercial Street at Barratts,,Monday,2017,1,January,1,0,0,0,0,0,0,0,0,0
2017-01-02,3,Leeds,Headrow,,Monday,2017,1,January,1,7,0,7,0,0,0,7,0,7
2017-01-02,3,Leeds,"Dortmund Square	",,Monday,2017,1,January,1,2,0,2,0,0,0,2,0,2
2017-01-02,3,Leeds,Albion Street South,,Monday,2017,1,January,1,0,0,0,0,0,0,0,0,0
2017-01-02,3,Leeds,Albion Street North,,Monday,2017,1,January,1,0,0,0,0,0,0,0,0,0
2017-01-02,4,Leeds,Briggate,,Monday,2017,1,January,1,22,0,22,0,0,0,22,0,22
2017-01-02,4,Leeds,"Briggate at McDonalds	",,Monday,2017,1,January,1,13,4,17,0,0,0,13,4,17
2017-01-02,4,Leeds,Commercial Street at Sharps,,Monday,2017,1,January,1,9,0,9,0,0,0,9,0,9
2017-01-02,4,Leeds,Commercial Street at Barratts,,Monday,2017,1,January,1,0,0,0,0,0,0,0,0,0
2017-01-02,4,Leeds,Headrow,,Monday,2017,1,January,1,3,0,3,0,0,0,3,0,3
2017-01-02,4,Leeds,"Dortmund Square	",,Monday,2017,1,January,1,11,0,11,0,0,0,11,0,11
2017-01-02,4,Leeds,Albion Street South,,Monday,2017,1,January,1,0,0,0,0,0,0,0,0,0
2017-01-02,4,Leeds,Albion Street North,,Monday,2017,1,January,1,0,0,0,0,0,0,0,0,0
2017-01-02,5,Leeds,Briggate,,Monday,2017,1,January,1,40,0,40,0,0,0,40,0,40
2017-01-02,5,Leeds,"Briggate at McDonalds	",,Monday,2017,1,January,1,19,10,29,0,0,0,19,10,29
2017-01-02,5,Leeds,Commercial Street at Sharps,,Monday,2017,1,January,1,28,0,28,0,0,0,28,0,28
2017-01-02,5,Leeds,Commercial Street at Barratts,,Monday,2017,1,January,1,2,0,2,0,0,0,2,0,2
2017-01-02,5,Leeds,Headrow,,Monday,2017,1,January,1,13,0,13,0,0,0,13,0,13
2017-01-02,5,Leeds,"Dortmund Square	",,Monday,2017,1,January,1,16,0,16,0,0,0,16,0,16
2017-01-02,5,Leeds,Albion Street South,,Monday,2017,1,January,1,9,0,9,0,0,0,9,0,9
2017-01-02,5,Leeds,Albion Street North,,Monday,2017,1,January,1,0,0,0,0,0,0,0,0,0
2017-01-02,6,Leeds,Briggate,,Monday,2017,1,January,1,94,0,94,0,0,0,94,0,94
2017-01-02,6,Leeds,"Briggate at McDonalds	",,Monday,2017,1,January,1,54,34,88,0,0,0,54,34,88
2017-01-02,6,Leeds,Commercial Street at Sharps,,Monday,2017,1,January,1,37,0,37,0,0,0,37,0,37
2017-01-02,6,Leeds,Commercial Street at Barratts,,Monday,2017,1,January,1,66,0,66,0,0,0,66,0,66
2017-01-02,6,Leeds,Headrow,,Monday,2017,1,January,1,32,0,32,0,0,0,32,0,32
2017-01-02,6,Leeds,"Dortmund Square	",,Monday,2017,1,January,1,69,0,69,0,0,0,69,0,69
2017-01-02,6,Leeds,Albion Street South,,Monday,2017,1,January,1,22,0,22,0,0,0,22,0,22
2017-01-02,6,Leeds,Albion Street North,,Monday,2017,1,January,1,3,0,3,0,0,0,3,0,3
